SubjectID	SessionID	BlockID	success_index	personal_effect_size	common_language_effect_size	mean_efp_neurofeedback	mean_efp_baseline	mean_vol_neurofeedback
EFP06	1	3	-0.187046	-0.243014743399741	0.505	-0.457946533333333	-0.40918675	0.504360666666667
EFP06	1	4	-1.548471	-1.56046196093293	0.884166666666667	-0.45877815	-0.15763539	0.779905666666667
EFP06	1	5	-0.312733	-0.36244566601566	0.5575	-0.460412711864407	-0.4214155	0.441668
EFP06	2	1	-0.843275	-0.73722186384378	0.709166666666667	-0.153559153333333	-0.05353723	0.663904
EFP06	2	2	-1.522161	-1.48131680533433	0.843333333333333	-0.174666533333333	0.02248813	0.7089205
EFP06	2	3	-1.011348	-0.978233036366801	0.691666666666667	-0.109563885	0.05132815	0.519230666666667
EFP06	2	4	-0.643054	-0.715948355543633	0.675833333333333	-0.0976659816666667	0.0422151	0.589190333333333
EFP06	2	5	-0.963248	-1.05616674133853	0.763333333333333	-0.0955796864406779	0.0535911	0.705552333333333
EFP06	3	1	-1.137728	-0.976978507677768	0.740833333333333	-0.157977241666667	0.04939935	0.695460666666667
EFP06	3	2	-0.637218	-0.518102224902512	0.649166666666667	-0.113313595	0.0126732025	0.583839666666667
EFP06	3	3	-0.86867	-0.881526442884578	0.768333333333333	-0.0933074583333333	0.1146237555	0.695582666666667
EFP06	3	4	-1.327118	-1.33336734695522	0.811666666666667	-0.22396835	0.15764015	0.722102833333333
EFP06	3	5	-0.653037	-0.611652533115698	0.650833333333333	-0.0578532949152542	0.06451865	0.541058
EFP06	4	1	-0.392441	-0.286007730223869	0.5275	0.0967858933333333	0.189328	0.554662666666667
EFP06	4	2	1.316613	1.29383621645453	0.190833333333333	0.589709783333333	0.22622305	0.295014
EFP06	4	3	0.267352	0.233815073581621	0.429166666666667	0.633862341666667	0.559885	0.441652333333333
EFP06	4	4	-0.301698	-0.300510135292827	0.59	0.283022713333333	0.4007271785	0.571812
EFP06	4	5	0.112598	-0.0183895327138458	0.498333333333333	0.093823006779661	0.10267945	0.478745166666667
EFP06	5	1	-0.361703	-0.275462040069844	0.555	-0.174567733333333	-0.12727405	0.571449833333333
EFP06	5	2	-0.479395	-0.62574104415332	0.679166666666667	-0.2850838	-0.114381435	0.603391166666667
EFP06	5	3	-0.948843	-0.812886244768082	0.653333333333333	-0.0757681566666667	0.149898165	0.6346725
EFP06	5	4	-0.087772	-0.0276777055317656	0.51	-0.0873849	-0.0800954	0.5135755
EFP06	5	5	0.057206	-0.0823994465646496	0.543333333333333	-0.0885812542372881	-0.05757875	0.492943
EFP07	1	1	0.146181	0.0123707213561944	0.5	0.0380996	0.034186635	0.468425666666667
EFP07	1	2	0.554345	0.511496052690501	0.346666666666667	0.353346216666667	0.1555163	0.396603
EFP07	1	3	-0.522236	-0.418763719955187	0.615	0.435972013333333	0.587105	0.609787333333333
EFP07	1	4	0.013575	0.11652686025649	0.431666666666667	0.532044216666667	0.47685725	0.500382666666667
EFP07	1	5	-0.819903	-0.918116037183667	0.755	0.33284213559322	0.68495125	0.676417666666667
EFP07	2	1	-0.093386	-0.211793438867388	0.571666666666667	0.0350612716666667	0.1094534	0.516328333333333
EFP07	2	2	0.723875	0.796136390463435	0.251666666666667	0.43259254	0.05668685	0.330756
EFP07	2	3	0.662109	0.552238257879582	0.35	0.690296716666667	0.422417	0.380631166666667
EFP07	2	4	0.192836	0.225589130343019	0.431666666666667	0.654755666666667	0.522444	0.463710166666667
EFP07	2	5	-1.195046	-1.12968233927188	0.78	0.0239042169491525	0.3693287135	0.726958166666667
