"finished","ALSDeprs_mean","ALSAnger_mean","ALSAnxdp_mean","ALSAnxty_mean","ALSHypom_mean","ALSBiphs_mean","ALSTotal_mean","TASident_mean","TASdescr_mean","TASthnkng_mean","TASTotal_mean","BDITotal_mean","STAITotal_mean","ALSDeprs_sd","ALSAnger_sd","ALSAnxdp_sd","ALSAnxty_sd","ALSHypom_sd","ALSBiphs_sd","ALSTotal_sd","TASident_sd","TASdescr_sd","TASthnkng_sd","TASTotal_sd","BDITotal_sd","STAITotal_sd"
0,21.25,10.75,17.625,13.625,19.9375,17.75,100.9375,24.3125,18.9375,15.9375,59.1875,38.375,61.8125,6.79705818718657,5.03984126734166,5.17526166810272,3.46169515314872,7.27982371581437,6.01664358259653,28.9723287523342,6.03013266852397,4.71124541213184,4.55292945988258,9.31105973202478,14.4354886766376,9.75854326560408
1,22.2758620689655,10.3448275862069,19.3793103448276,12.8275862068966,17.7241379310345,15.9310344827586,98.4827586206897,25.551724137931,20.0344827586207,14.7586206896552,60.3448275862069,38.7241379310345,64.5862068965517,5.10529523229235,6.11366071111575,4.28797149097206,3.90118082414288,8.40873929621582,5.83665164825298,27.7805439235746,5.08910746382164,3.3218191941496,4.1460409033696,7.73339632497985,10.7931742706879,7.49531873609555
